Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoFK,ShoPK,PKatt,PasTotAtt,PasTotCmp%,PasShoAtt,PasShoCmp%,PasMedAtt,PasMedCmp%,PasLonAtt,PasLonCmp%,Assists,PPA,CrsPA,PasProg,PasAtt,PasCrs,TI,CK,PasCmp,SCA,GCA,Tkl,TklWon,TklDri%,TklDriPast,BlkSh,Int,Clr,Touches,ToAtt,ToSuc,ToSuc%,ToTkl,Carries,CarProg,Car3rd,Rec,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,Recov,AerWon,AerLost,AerWon%
Sergi Roberto,ESP,DF,Barcelona,La Liga,31,1992,12,544,2,1,0.5,50,0.33,0,0,0,71.8,91.9,42,95.6,22,90.2,6.17,83.8,0,0.67,0.5,7.67,71.8,1.67,6.83,0,66,1.5,0.17,1.33,1.17,80,0.17,0.67,1.33,1.17,79.2,0.83,0.17,20,0.5,53.8,4.33,2.67,59.7,0.17,0,1,0.83,0.17,1.67,1.17,0,0,4.67,0.17,0.33,33.3
Lucas Robertone,ARG,MF,Almer�a,La Liga,25,1997,20,1487,1,1.39,0.3,21.7,0.04,0.18,0,0,42.7,76.6,17.5,87.8,13.5,84.8,8.91,51.7,0.18,1.33,0.55,4.67,42.7,4.36,0.18,2,32.7,3.7,0.36,1.58,1.03,40,1.09,0.24,1.52,1.15,53.6,2.12,0.73,34.3,0.91,27.6,1.21,1.45,34.6,0.3,0,1.45,2.67,0.18,4.36,1.03,0,0,6.36,0.73,1.27,36.4
Andrew Robertson,SCO,DF,Liverpool,Premier League,28,1994,18,1322,0,0.61,0.07,11.1,0,0,0,0,75.5,78.8,31.8,89.1,30.2,83.8,9.86,49,0.34,1.36,0.68,5.17,75.5,7.48,8.3,3.33,59.5,3.95,0.48,1.09,0.68,37.5,0.68,0.27,0.75,1.7,83.1,1.5,0.54,36.4,0.88,42.7,2.45,2.11,53.3,0,0,0.68,0.48,0.14,7.48,0.68,0,0,5.24,0.75,0.88,45.8
Antonee Robinson,USA,DF,Fulham,Premier League,25,1997,20,1738,0,0.05,0,0,0,0,0,0,53.9,73.3,20.1,87.4,22.4,77.6,8.5,43.9,0,1.24,0.67,3.78,53.9,3.63,9.33,0,39.5,1.92,0.1,1.61,0.93,84,0.21,0.52,1.4,2.38,64.2,2.12,0.88,41.5,0.88,32.4,3.37,2.85,34.2,0.26,0,0.83,0.62,0.1,3.63,0.93,0,0.05,7.41,1.09,0.83,56.8
Joel Roca,ESP,MFFW,Girona,La Liga,17,2005,4,67,0,2.86,0,0,0,0,0,0,44.3,74.2,30,76.2,10,71.4,4.29,66.7,0,0,0,1.43,44.3,0,5.71,0,32.9,4.29,0,2.86,2.86,50,2.86,0,0,1.43,78.6,12.9,4.29,33.3,8.57,50,1.43,1.43,52.9,1.43,0,1.43,5.71,0,0,2.86,0,0,7.14,0,0,0
Marc Roca,ESP,MF,Leeds United,Premier League,26,1996,20,1461,1,0.93,0.37,40,0.07,0.06,0,0,53.2,76.8,24.4,86.1,18.7,80.5,6.98,47.8,0.06,0.68,0,7.1,53.2,2.28,0.19,0.86,40.9,1.54,0.12,2.53,1.67,33.3,1.36,0.43,1.17,0.93,64,0.99,0.68,68.8,0.31,35.2,0.99,0.86,40.4,0.25,0,1.23,0.93,0,2.28,1.67,0,0,6.05,0.8,0.62,56.5
Enzo Roco,CHI,DF,Elche,La Liga,30,1992,15,1155,0,0.47,0.08,16.7,0,0,0,0,40.2,82.9,12.2,85.3,20.5,91.2,6.25,62.5,0,0.31,0,2.34,40.2,0,0,0,33.4,0.7,0,1.33,0.7,64.3,0.39,0.63,0.78,2.81,48.4,0.31,0.16,50,0.16,27.4,0.39,0.39,28.5,0.23,0,1.8,0.63,0,0,0.7,0,0.08,4.45,2.27,1.09,67.4
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,32,1990,16,720,3,0.5,0.38,75,0.75,0,0,0,55.1,84.4,25.8,91.3,21.3,87.1,5.25,64.3,0.13,0.75,0,6.13,55.1,0.38,0,0,46.5,2.13,0.25,2.5,1.75,28.6,1.88,0.13,0.63,1,62.9,0.63,0.25,40,0.13,34.6,1.75,1,44.3,0.25,0,1.38,1.63,0,0.38,1.75,0,0,6.38,0.63,0.63,50
Joe Rodon,WAL,DF,Rennes,Ligue 1,25,1997,13,1168,1,0.54,0.15,28.6,0.14,0,0,0,66.6,89.1,13.8,83.2,44.2,94.6,7.23,74.5,0,0,0,3,66.6,0.08,0,0,59.4,0.23,0,0.69,0.38,33.3,0.46,0.85,0.69,3.31,74.2,0,0,0,0,57.7,0.23,0.23,54.2,0.15,0.08,0.77,1,0,0.08,0.38,0,0,4.92,2.92,1.92,60.3
Rodri,ESP,MF,Manchester City,Premier League,26,1996,20,1733,1,1.61,0.36,22.6,0.03,0,0,0,96.9,91.3,37.8,92.2,44.2,93.8,12.3,85.3,0.21,1.09,0.05,8.76,96.9,0.16,0.1,0,88.4,3.42,0.47,2.28,1.45,59.4,0.67,0.52,1.14,1.14,106.4,0.73,0.47,64.3,0.21,63.7,2.44,2.49,80.5,0.16,0,1.61,0.57,0.1,0.16,1.45,0,0,9.74,2.44,1.19,67.1
Rodrigo,ESP,FWMF,Leeds United,Premier League,31,1991,18,1296,10,3.61,1.32,36.5,0.17,0.14,0.07,0.07,27.1,70.3,12.8,78.4,8.33,69.2,2.78,57.5,0.07,0.76,0.14,2.08,27.1,0.9,0.28,0.07,19,2.08,0.14,0.69,0.28,40,0.42,0.14,0.21,1.11,38.1,1.11,0.42,37.5,0.69,21.5,2.15,0.9,26.9,0.21,0,1.11,0.28,0.49,0.9,0.28,0,0,2.57,1.32,2.92,31.1
Rodrigo,ESP,FWMF,Betis,La Liga,22,2000,16,902,2,0.8,0.3,37.5,0.25,0,0,0,45.3,85.2,23.3,92.3,13.5,85.2,3.6,66.7,0.1,1.4,0.2,5,45.3,2.2,0.2,0,38.6,2.8,0.4,0.8,0.7,66.7,0.2,0,0.6,0.1,53.6,2.6,0.8,30.8,1.5,36.3,2,1.6,44.5,0,0,0.4,2.3,0.1,2.2,0.7,0.1,0,4.5,0,0.8,0
Rodrygo,BRA,FW,Real Madrid,La Liga,22,2001,18,1189,4,3.79,0.98,26,0.06,0.3,0.08,0.08,36.6,86.5,24.2,90.6,6.74,89.9,1.52,80,0.38,0.61,0.15,2.5,36.6,0.91,0.3,0.68,31.7,5.15,0.83,0.91,0.45,28.6,0.38,0,0.3,0.23,49.5,5,2.27,45.5,2.05,35.3,4.39,2.65,41.6,0.08,0,0.98,1.89,0.38,0.91,0.45,0.08,0,2.2,0.76,0.83,47.6
Mads Roerslev,DEN,DF,Brentford,Premier League,23,1999,14,933,0,0.29,0,0,0,0,0,0,24.4,64.2,11.3,76.9,7.12,74.3,3.85,32.5,0,0.58,0.38,1.54,24.4,1.73,1.54,0,15.7,1.15,0.1,1.54,0.96,41.7,1.35,0.48,0.67,2.98,33.7,0.48,0.19,40,0.19,15.2,0.77,0.67,17,0,0,0.19,0.29,0,1.73,0.96,0,0,4.04,0.67,0.87,43.8
Alessio Romagnoli,ITA,DF,Lazio,Serie A,28,1995,21,1772,1,0.36,0.1,28.6,0.14,0,0,0,52.7,88.9,22.6,93.7,21.4,92.2,6.55,69,0,0.15,0,1.73,52.7,0,0.05,0,46.9,0.41,0.15,1.32,0.66,50,0.46,0.86,1.27,3.5,61.3,0.05,0.05,100,0,28.9,0.15,0.1,38.2,0.05,0,0.96,0.66,0.05,0,0.66,0,0,4.16,2.39,1.27,65.3
Cristian Romero,ARG,DF,Tottenham,Premier League,24,1998,14,1194,0,0.45,0.15,33.3,0,0,0,0,58.9,87,21.7,88.6,27.7,94.8,6.62,69.3,0,0.38,0,3.83,58.9,0,0.9,0,51.2,0.6,0,2.56,1.35,52.4,0.75,0.45,1.43,3.23,70.2,0.83,0.53,63.6,0.3,44.7,0.9,0.98,45.7,0.53,0.08,1.65,0.38,0,0,1.35,0,0,6.24,2.11,0.9,70
Luka Romero,ARG,FW,Lazio,Serie A,18,2004,5,138,1,2.67,0.67,25,0.25,0,0,0,48,87.5,35.3,94.3,7.33,81.8,1.33,50,0,0,0,2.67,48,0,1.33,0,42,2,0,0,0,0,2,0,2,0.67,68,6,1.33,22.2,4.67,52.7,2.67,2,54,0,0,1.33,4,0,0,0,0,0,6,1.33,0.67,66.7
Oriol Romeu,ESP,MF,Southampton,Premier League,31,1991,1,74,0,0,0,0,0,0,0,0,37.5,93.3,13.8,90.9,20,93.8,2.5,100,0,2.5,0,5,37.5,1.25,0,0,35,3.75,0,1.25,0,0,0,0,1.25,1.25,46.3,1.25,1.25,100,0,22.5,2.5,1.25,25,0,0,1.25,2.5,0,1.25,0,0,0,10,2.5,0,100
Oriol Romeu,ESP,MF,Girona,La Liga,31,1991,17,1530,1,0.94,0.18,18.8,0.06,0,0,0,50.5,86.8,21.4,92,19.7,90.7,6.41,70.6,0,0.53,0.12,4.53,50.5,0.65,0.12,0,43.9,1.41,0.06,2.47,1.47,52,0.71,0.41,1.12,1.06,60.1,0.47,0.47,100,0,34.9,0.41,1,41.8,0.29,0,2.06,0.65,0,0.65,1.47,0,0.06,5.41,1.06,1.12,48.6
Cristiano Ronaldo,POR,FW,Manchester Utd,Premier League,38,1985,10,525,1,4.31,1.03,24,0.04,0.17,0,0,27.9,74.7,16.7,87.6,6.72,69.2,0.86,20,0,0.17,0,2.07,27.9,0.52,0.17,0,20.9,1.72,0,0.34,0.34,50,0.17,0,0.17,1.55,37.9,1.55,0.69,44.4,0.52,16.2,1.55,1.03,28.8,0.34,0,1.21,0.86,1.38,0.52,0.34,0,0,2.07,2.59,1.38,65.2
Connor Ronan,IRL,MF,Wolves,Premier League,24,1998,1,1,0,0,0,0,0,0,0,0,4,75,2,100,2,50,0,0,0,0,0,0,4,1,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Valentin Rongier,FRA,MF,Marseille,Ligue 1,28,1994,22,1772,1,0.61,0.1,16.7,0.08,0,0,0,65.7,8.87E+01,29,90.7,26.6,93.3,5.53,78,0,1.02,0.05,6.24,65.7,0.15,0.25,0,58.3,2.18,0.05,2.44,1.47,52.4,1.02,3.60E-01,1.57,0.86,75.3,1.37,0.81,59.3,0.51,56.8,1.12,1.47,53,0.25,0,1.62,0.81,0,0.15,1.47,0,0,7.77,1.27,0.56,69.4
Marten de Roon,NED,MF,Atalanta,Serie A,31,1991,20,1614,0,0.45,0.06,12.5,0,0,0,0,52.6,82,18.7,89,24.6,85,7.09,66.1,0.06,0.39,0,4.41,52.6,0.45,0.45,0,43.1,1.45,0.06,1.84,0.89,50,1.06,0.11,1.23,2.18,61.2,0.17,0.06,33.3,0.11,30.5,0.34,0.84,36,0.28,0,1.34,0.78,0,0.45,0.89,0,0,6.7,1.45,1.01,59.1
Pablo Rosario,NED,MFDF,Nice,Ligue 1,26,1997,17,984,0,0.46,0,0,0,0,0,0,47.8,89.4,19.8,92.6,20.1,90.4,5.6,83.6,0,0.92,0.09,5.23,47.8,0.18,0.28,0,42.8,1.83,0.09,1.93,1.01,57.1,0.55,0.28,1.28,1.74,56.5,0.92,0.28,30,0.64,43.2,1.19,0.92,40.6,0.46,0,1.38,0.64,0,0.18,1.01,0,0,4.68,0.83,0.64,56.3
Tom Rothe,GER,DF,Dortmund,Bundesliga,18,2004,1,14,0,0,0,0,0,0,0,0,55,81.8,20,75,30,100,5,0,0,0,0,0,55,10,10,0,45,0,0,5,5,100,0,0,0,0,55,5,5,100,0,40,0,0,35,0,0,0,0,0,10,5,0,0,5,0,0,0
Joe Rothwell,ENG,MFDF,Bournemouth,Premier League,28,1995,7,157,0,0.59,0.59,100,0,0.59,0,0,41.2,85.7,18.2,90.3,15.9,92.6,5.29,55.6,0,2.35,0,4.71,41.2,2.35,0.59,2.35,35.3,2.94,0,1.76,0.59,0,0.59,0,1.18,0.59,50.6,3.53,1.18,33.3,2.35,22.4,0,0.59,26.5,0,0,1.18,0.59,0,2.35,0.59,0,0,2.94,0,1.18,0
Anthony Rouault,FRA,DF,Toulouse,Ligue 1,21,2001,22,1972,2,0.55,0.27,50,0.17,0,0,0,54.9,86.5,18.5,90.9,25.9,93,8.86,63.9,0.05,0.14,0,3.97,54.9,0,0.41,0,47.5,0.23,0.05,1.69,1.14,54.5,0.68,0.78,1.6,3.74,65.5,0.23,0.09,40,0.14,43.9,0.46,0.27,39.3,0.09,0,0.59,0.37,0.05,0,1.14,0,0,5.84,2.74,1.92,58.8
Jerome Roussillon,FRA,MFDF,Wolfsburg,Bundesliga,30,1993,4,22,0,0,0,0,0,0,0,0,35,42.9,15,66.7,15,33.3,0,0,0,0,0,0,35,0,5,0,15,0,0,0,0,0,0,0,0,0,55,5,0,0,5,35,0,0,35,0,0,5,0,0,0,0,0,0,10,5,5,50
Jerome Roussillon,FRA,DF,Union Berlin,Bundesliga,30,1993,4,161,0,1.11,0.56,50,0,0,0,0,54.4,69.4,27.2,81.6,18.9,76.5,3.89,14.3,0,0.56,0.56,3.33,54.4,3.89,15,0,37.8,1.11,0.56,0.56,0,0,0,0,0,3.89,65,2.78,0,0,1.67,31.1,1.67,2.22,35,0,0,1.11,1.67,0,3.89,0,0,0,5,0.56,2.22,20
Nicolo Rovella,ITA,MF,Monza,Serie A,21,2001,12,879,0,0.92,0.1,11.1,0,0,0,0,76.8,88.2,29.8,92.5,33,92,11.8,76.7,0,0.92,0.2,6.02,76.8,1.73,0.31,0.41,67.8,3.16,0.31,2.14,1.53,50,0.71,0.1,2.04,0.61,86.4,0.51,0.2,40,0.31,54.4,1.33,2.55,64.5,0.2,0.1,1.33,1.12,0,1.73,1.53,0,0,7.14,0.41,0.41,50
Nicolo Rovella,ITA,MF,Juventus,Serie A,21,2001,3,27,0,6.67,0,0,0,0,0,0,83.3,88,26.7,87.5,40,91.7,13.3,75,0,0,0,3.33,83.3,10,3.33,3.33,73.3,0,0,3.33,3.33,100,0,0,0,0,96.7,6.67,6.67,100,0,70,3.33,3.33,80,3.33,0,3.33,3.33,0,10,3.33,0,0,3.33,0,0,0
Amir Rrahmani,KVX,DF,Napoli,Serie A,28,1994,14,1206,1,0.9,0.07,8.3,0.08,0,0,0,77.5,90.6,24,92.5,38.7,95.4,12.8,76.7,0,0.07,0,4.55,77.5,0.07,0.15,0,70.2,0.9,0.15,1.64,1.04,78.6,0.22,0.97,0.6,3.28,85.7,0.15,0.15,100,0,52.8,0.75,0.3,61.1,0.07,0,0.6,0.67,0.07,0.07,1.04,0,0,5.75,2.99,1.94,60.6
Ruan,BRA,DF,Sassuolo,Serie A,23,1999,8,506,0,0.36,0,0,0,0,0,0,45.7,84.8,12.3,87,26.4,89.2,5.54,71,0,0,0,0.18,45.7,0,0.18,0,38.8,0.54,0,2.68,2.14,81.8,0.36,0.71,1.25,5.18,57.3,0.18,0,0,0.18,23.9,0.36,0.18,31.1,0.71,0.18,1.79,1.07,0,0,2.14,0,0.18,5.71,3.21,2.86,52.9
Antonio Rudiger,GER,DF,Real Madrid,La Liga,29,1993,18,1226,1,1.03,0.22,21.4,0.07,0,0,0,58.8,91.9,20.3,95.7,31,95.3,6.25,74.1,0,0.29,0,2.35,58.8,0.15,0.29,0,54,0.81,0.07,0.51,0.44,66.7,0.22,0.51,0.66,2.87,66.8,0,0,0,0,45.2,0.44,0.29,49.4,0.07,0,0.29,0.15,0,0.15,0.44,0,0,5.51,1.62,0.59,73.3
Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,32,1990,13,419,0,0.21,0.21,100,0,0,0,0,49.4,73.7,18.3,82.6,17.9,83.3,8.72,58.5,0.21,0.85,0.64,5.11,49.4,4.68,0,4.04,36.4,2.55,0.43,3.83,2.13,50,1.49,0.21,1.06,1.7,61.3,0.64,0,0,0.64,28.9,0.64,0.21,34.9,0.21,0,2.34,0.64,0,4.68,2.13,0,0,5.74,0.64,0.43,60
Daniele Rugani,ITA,DF,Juventus,Serie A,28,1994,3,258,0,0.69,0.34,50,0,0,0,0,56.6,86.6,13.1,89.5,35.5,93.2,7.93,52.2,0,0,0,1.72,56.6,0,0,0,49,0.34,0,1.03,0,0,0,0.69,0.69,3.45,64.1,0,0,0,0,43.4,0.69,0,47.9,0,0,1.03,0,0.34,0,0,0,0,2.07,2.41,0.69,77.8
Matteo Ruggeri,ITA,DFMF,Atalanta,Serie A,20,2002,10,462,0,0.98,0,0,0,0,0,0,63.3,80.5,31.2,88.1,22.9,81.2,6.08,61.3,0,1.57,0.78,5.49,63.3,3.92,9.41,0,51,1.57,0,2.35,1.37,77.8,0.39,0.59,1.96,1.76,73.3,0.78,0.39,50,0.39,35.9,2.16,1.18,43.3,0.2,0,0.98,0.78,0,3.92,1.37,0,0,4.9,1.76,0.39,81.8
Aitor Ruibal,ESP,DFFW,Betis,La Liga,26,1996,17,827,0,0.98,0.22,22.2,0,0,0,0,46.2,77.9,21.5,89.4,15.1,76.3,6.2,57.9,0,0.65,0.33,3.37,46.2,1.2,6.52,0,36,2.5,0.11,2.93,1.52,56,1.2,0.11,1.74,2.93,62,3.7,1.63,44.1,2.07,29.2,2.28,1.41,34,0.33,0,1.74,0.98,0.22,1.2,1.52,0,0,5.76,0.65,0.98,40
Kays Ruiz,MAR,MF,Auxerre,Ligue 1,20,2002,1,62,0,0,0,0,0,0,0,0,41.4,89.7,28.6,100,5.71,75,1.43,0,0,0,0,0,41.4,0,0,0,37.1,0,0,1.43,1.43,0,1.43,1.43,4.29,0,58.6,1.43,1.43,100,0,44.3,1.43,0,32.9,1.43,0,2.86,4.29,0,0,1.43,0,0,14.3,0,0,0
Geronimo Rulli,ARG,GK,Villarreal,La Liga,30,1992,14,1260,0,0,0,0,0,0,0,0,38.8,85.5,5.93,98.8,19.4,99.6,13.1,59.2,0,0,0,0,38.8,0,0,0,33.1,0.07,0,0,0,0,0,0,0.07,0.43,41.4,0,0,0,0,23.9,0,0,20.2,0.07,0,0,0.07,0,0,0,0,0,1.43,0.21,0,100
Franco Russo,ARG,DF,Mallorca,La Liga,28,1994,3,145,0,0,0,0,0,0,0,0,37.5,76.7,14.4,73.9,15,91.7,8.13,53.8,0,0,0,0.63,37.5,0,0.63,0,28.8,0,0,1.25,0.63,0,0.63,0,1.88,3.13,48.8,0,0,0,0,26.9,0,0,25.6,0,0,0,1.25,0,0,0.63,0,0,7.5,1.88,1.25,60
Georginio Rutter,FRA,FW,Leeds United,Premier League,20,2002,2,52,0,0,0,0,0,0,0,0,13.3,37.5,1.67,100,6.67,50,0,0,0,0,0,0,13.3,0,0,0,5,1.67,0,1.67,1.67,50,1.67,0,1.67,3.33,36.7,10,3.33,33.3,6.67,18.3,1.67,0,21.7,0,0,1.67,3.33,0,0,1.67,0,0,1.67,5,1.67,75
Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,20,2002,15,1009,2,2.41,1.25,51.9,0.07,0,0,0,14.1,60.1,6.61,67.6,4.55,58.8,1.07,83.3,0.18,0.8,0,2.23,14.1,0.98,0,0,8.48,3.21,0.36,0.63,0.36,33.3,0.18,0.18,0.45,0.54,30.3,6.16,2.86,46.4,3.13,20.9,2.86,0.98,23.2,0.18,0,1.52,1.7,1.52,0.98,0.36,0.09,0,2.23,0.8,1.96,29
Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,25,1997,13,1037,0,1.39,0.43,31.3,0,0,0,0,43.6,69.9,18.7,85.1,14.5,72.5,7.04,40.7,0,1.04,0.7,2.78,43.6,3.57,10.3,0.17,30.4,2.26,0,2.43,1.48,65.2,0.7,0.26,1.04,1.65,54.6,3.13,1.3,41.7,1.39,25.2,1.65,1.39,25.5,0.17,0,1.39,1.04,0.09,3.57,1.48,0,0,6.7,0.43,0.96,31.3
Julian Ryerson,NOR,DF,Dortmund,Bundesliga,25,1997,4,358,1,1.25,0.5,40,0.2,0,0,0,64.3,78.2,30,85,24.3,80.4,5.25,61.9,0,1,1,4.25,64.3,4,11.3,0,50.3,1.75,0,2,0.5,85.7,0.25,0.25,1,1.75,77.5,3.25,0.75,23.1,1.5,37.8,4.5,2.75,44.8,0.25,0,2,1.25,0.25,4,0.5,0,0,6,0.5,0.25,66.7
Abdelhamid Sabiri,MAR,MFFW,Sampdoria,Serie A,26,1996,13,914,1,2.45,0.78,32,0.04,0.59,0,0,39.6,67.1,14.9,80.3,13.9,72.5,7.65,46.2,0,1.18,0,4.41,39.6,4.71,0.2,2.75,26.6,3.43,0,1.67,0.69,30.8,0.88,0.2,0.2,0.39,52.7,3.53,1.08,30.6,1.67,30.3,0.49,1.76,36,0.39,0,2.25,3.04,0,4.71,0.69,0,0,4.22,2.55,1.76,59.1
Marcel Sabitzer,AUT,MF,Manchester Utd,Premier League,28,1994,2,91,0,3,1,33.3,0,0,0,0,53,81.1,24,87.5,22,77.3,4,100,0,3,1,8,53,2,1,0,43,4,0,0,0,0,1,1,1,4,65,0,0,0,0,28,0,2,33,1,0,2,0,0,2,0,0,0,8,1,0,100
Marcel Sabitzer,AUT,MF,Bayern Munich,Bundesliga,28,1994,15,628,1,2.14,0.71,33.3,0.07,0,0,0,66.6,86.3,32.9,91.3,25.9,87.8,4.57,59.4,0.14,0.71,0,7.43,66.6,0.71,0.57,0.14,57.4,1.57,0.14,3.86,2,58.8,1,0,1.43,1.29,78.3,0.43,0.14,33.3,0.29,44.6,1,1.14,52.6,0.29,0,1,0.14,0.14,0.71,2,0,0,6.71,1.14,1.57,42.1
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,27,1995,19,1256,0,0.21,0,0,0,0,0,0,43.4,78.6,18.9,86.8,17.3,83.1,5,42.9,0.14,0.43,0.21,2.14,43.4,1.71,5.64,0.07,34.1,1.21,0.14,1.86,0.86,73.9,0.43,0.64,1.43,2.5,53.7,1.36,0.5,36.8,0.64,33.1,1.43,0.86,29,0.14,0,1,0.64,0.29,1.71,0.86,0,0.21,5.79,0.29,0.71,28.6
Umar Sadiq,NGA,FW,Almer�a,La Liga,26,1997,3,240,2,2.59,1.11,42.9,0.29,0,0,0,13.3,61.1,5.56,73.3,4.07,72.7,0,0,0,0.37,0,0.74,13.3,0,0.37,0,8.15,2.22,0,0,0,0,0.37,0,0,1.11,27.4,4.44,1.48,33.3,2.96,17.4,1.85,2.96,19.6,0.37,0,3.33,0.74,2.59,0,0,0,0,2.96,1.48,3.7,28.6
Umar Sadiq,NGA,FW,Real Sociedad,La Liga,26,1997,2,82,1,1.11,1.11,100,1,0,0,0,14.4,100,10,100,1.11,100,1.11,100,0,0,0,1.11,14.4,0,0,0,14.4,1.11,0,1.11,1.11,0,1.11,0,0,0,28.9,3.33,2.22,66.7,0,17.8,0,0,23.3,0,0,3.33,1.11,4.44,0,1.11,0,0,1.11,2.22,2.22,50
Alexis Saelemaekers,BEL,FWDF,Milan,Serie A,23,1999,14,687,0,1.45,0.39,27.3,0,0,0,0,37,75.4,18.9,79.9,12.6,77.1,2.37,66.7,0.13,1.84,0.79,3.16,37,2.76,1.45,0,27.9,2.37,0.26,2.5,1.71,52.6,1.18,0.13,1.05,0.79,50.1,2.76,0.79,28.6,1.58,30.4,3.29,1.32,35.1,0.13,0,1.97,1.58,0,2.76,1.71,0,0.13,3.29,0.92,0.13,87.5
Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,25,1997,14,635,1,2.39,0.85,35.3,0.06,0,0,0,35.2,68,16.5,76.9,12.8,67,3.1,72.7,0.42,2.54,0.28,5.35,35.2,2.68,0.42,0,23.9,4.37,0.85,0.7,0.42,40,0.42,0,0.56,0.14,48,7.89,3.8,48.2,2.96,33.7,6.62,3.52,37.6,0.14,0,0.42,1.55,0.14,2.68,0.42,0,0,5.77,0.14,0,100
Bukayo Saka,ENG,FW,Arsenal,Premier League,21,2001,21,1801,7,2.45,0.75,30.6,0.12,0,0.05,0.05,39.5,77.1,20.9,88.1,10.7,80.8,4.5,50,0.4,1.95,0.45,2.7,39.5,4.5,0.5,2.45,30.4,4.8,0.8,1.2,0.75,30.8,0.45,0,0.55,0.8,51.7,4.05,1.45,35.8,1.9,33.5,5.1,2.6,37.6,0.2,0,1.15,1.65,0.2,4.5,0.75,0,0,3.75,0.3,1.15,20.7
Hamza Sakhi,MAR,MF,Auxerre,Ligue 1,26,1996,22,1567,1,1.61,0.46,28.6,0.04,0.11,0,0,50.9,80.1,16.6,88.9,19.3,84.2,11.6,66.8,0.11,1.15,0.4,7.24,50.9,4.66,0.06,2.01,40.7,3.62,0.17,2.47,1.26,52.5,1.09,0.06,1.38,0.46,59.9,1.44,0.75,52,0.34,45,2.3,1.9,42.1,0.06,0,0.75,1.09,0.29,4.66,1.26,0,0,5.69,0.34,0.17,66.7
Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,32,1990,10,516,1,0.53,0.35,66.7,0.33,0,0,0,58.8,84.5,21.8,87.9,28.8,89.6,5.61,50,0,0,0,3.33,58.8,0,0.18,0,49.6,0.53,0,1.05,0.53,50,0.35,1.23,0.88,4.39,67.5,0,0,0,0,48.6,0,0,46,0.18,0,0.35,0.7,0,0,0.53,0,0.18,5.26,2.98,2.81,51.5
Jacopo Sala,ITA,MF,Spezia,Serie A,31,1991,6,112,0,0,0,0,0,0,0,0,38.3,78.3,17.5,95.2,12.5,86.7,4.17,60,0,1.67,0,5,38.3,3.33,0.83,0,30,1.67,0,0.83,0,0,1.67,0,0.83,1.67,47.5,2.5,0,0,1.67,26.7,1.67,0,28.3,0.83,0,2.5,2.5,0,3.33,0,0,0,4.17,0.83,0,100
Ibrahim Salah,BEL,MF,Rennes,Ligue 1,21,2001,1,7,0,0,0,0,0,0,0,0,20,100,10,100,10,100,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Salah,EGY,FW,Liverpool,Premier League,30,1992,20,1776,7,3.15,1.22,38.7,0.11,0,0,0,27.3,75.2,15.7,83.2,7.01,74.6,1.32,57.7,0.2,1.98,0.15,3.35,27.3,0.66,0.3,0,20.5,3.76,0.41,0.56,0.41,46.2,0.36,0,0.2,0.15,39.5,3.25,1.07,32.8,1.93,26.2,2.59,1.22,31.1,0,0,0.71,0.61,0.71,0.66,0.41,0,0,2.28,0.15,0.61,20
Amine Salama,FRA,FWMF,Angers,Ligue 1,22,2000,20,998,3,1.8,0.72,40,0.15,0.09,0,0,23.6,72.9,12.8,77.5,6.85,72.4,0.99,72.7,0.09,0.72,0.09,1.62,23.6,0.72,0,0,17.2,2.07,0.09,0.72,0.63,11.1,0.72,0.18,0.72,0.18,35.2,3.33,1.17,35.1,1.89,25.9,1.8,1.17,25.6,0.09,0,0.54,0.72,0.45,0.72,0.63,0,0,3.24,0.72,1.53,32
William Saliba,FRA,DF,Arsenal,Premier League,21,2001,21,1875,2,0.24,0.14,60,0.4,0,0,0,64.8,91.6,25.7,94,32.7,93.8,4.81,76,0.05,0.1,0,3.22,64.8,0.05,0,0,59.4,0.48,0.05,1.25,0.67,81.3,0.14,0.38,0.82,3.37,72.5,0.43,0.29,66.7,0.05,46.2,0.29,0.19,49.2,0.19,0,0.77,0.43,0,0.05,0.67,0,0.1,8.03,1.78,1.49,54.4
Dikeni Salifou,TOG,MF,Werder Bremen,Bundesliga,19,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
